index,surface,lemma,enlemma,clar,pos,gender,number,notes,extra,sort
128664,lladrata,lladrata,rob,,v,\N,\N,\N,\N,h15n1q1
128718,lladroni,lladroni,steal,,v,\N,\N,\N,\N,h15nkjd
128755,lladd,lladd,kill,,v,\N,\N,\N,\N,h16
128803,llaes,llaes,loose,,adj,,,\N,\N,h17p
128849,llaesu,llaesu,slacken,,v,\N,\N,\N,\N,h17ps
128859,llaeth,llaeth,milk,,n,m,sg,\N,\N,h17r
128892,llaethu,llaethu,lactate,,v,\N,\N,\N,\N,h17rs
128915,llafar,llafar,speech,(sound),n,m,sg,\N,\N,h181n
128927,llafarganu,llafarganu,chant,,v,\N,\N,\N,\N,h181na1js
128975,llafariad,llafariad,vowel,,n,f,sg,\N,\N,h181nd15
128983,llafnu,llafnu,shear,,v,\N,\N,\N,\N,h18js
129031,llafur,llafur,labour,,n,m,sg,\N,\N,h18sn
129034,llafurio,llafurio,labour,,v,\N,\N,\N,\N,h18sndk
129083,llai na,llai na,smaller than,,adj,,,\N,\N,h1d0j1
129084,llain,llain,strip of land,,n,f,sg,\N,\N,h1dj
129086,llais,llais,voice,,n,m,sg,\N,\N,h1dp
129088,llais yn llefain yn y diffeithwch,llais yn llefain yn y diffeithwch,a voice crying in the wilderness,,n,m,sg,\N,\N,h1dp0uj0h781dj0uj0u05d97drt4
129089,llaith,llaith,damp,,adj,,,\N,\N,h1dr
129090,llall,llall,other,,pron,,,\N,\N,h1h
129091,llam,llam,leap,,n,m,sg,\N,\N,h1i
129129,llamsachu,llamsachu,frisk,,v,\N,\N,\N,\N,h1ip14s
129147,llamu,llamu,leap,,v,\N,\N,\N,\N,h1is
129207,llan,llan,church,\N,n,f,sg,\N,\N,h1j
129208,llanast,llanast,mess,,n,m,sg,\N,\N,h1j1pq
129209,llanastr,llanastr,mess,,n,m,sg,\N,\N,h1j1pqn
129210,llanastru,llanastru,mess_up,,v,\N,\N,\N,\N,h1j1pqns
129265,llanc,llanc,young man,,n,m,sg,\N,\N,h1j3
129301,llanerchu,llanerchu,clear_land,,v,\N,\N,\N,\N,h1j7n4s
129326,llanw,llanw,incoming tide,,n,m,sg,\N,\N,h1jt
129332,llanw,llanw,fill,,v,\N,\N,\N,\N,h1jt
129416,llarieiddio,llarieiddio,moderate,,v,\N,\N,\N,\N,h1nd7d6dk
129461,llarpio,llarpio,devour,,v,\N,\N,\N,\N,h1nldk
129480,llath,llath,yard,(measurement),n,f,sg,\N,\N,h1r
129483,llathen,llathen,yard,(measurement),n,f,sg,\N,\N,h1r7j
129523,llathru,llathru,gleam,,v,\N,\N,\N,\N,h1rns
129539,llaw,llaw,hand,,n,f,sg,\N,\N,h1t
129586,llawcio,llawcio,gobble,,v,\N,\N,\N,\N,h1t3dk
129624,llawdio,llawdio,be in heat,(sow),v,\N,\N,\N,\N,h1t5dk
129643,llawdriniaeth,llawdriniaeth,operation,(medical),n,f,sg,\N,\N,h1t5ndjd17r
129644,llawen,llawen,merry,,adj,,,\N,\N,h1t7j
129690,llawenhau,llawenhau,rejoice,,v,\N,\N,\N,\N,h1t7jc1s
129727,llawenychu,llawenychu,rejoice,,v,\N,\N,\N,\N,h1t7ju4s
129749,llawenydd,llawenydd,gladness,,n,m,sg,\N,\N,h1t7ju6
129750,llawer,llawer,many,,quan,,,\N,\N,h1t7n
129751,llawfeddygol,llawfeddygol,surgical,,adj,,,\N,\N,h1t876uakg
129752,llawiadur,llawiadur,palmtop,(computer),n,m,sg,\N,\N,h1td15sn
129753,llawiadur,llawiadur,hand-held,(computer),n,m,sg,\N,\N,h1td15sn
129756,llawlyfr,llawlyfr,handbook,,n,m,sg,\N,\N,h1tgu8n
129758,llawn,llawn,full,,adj,,,\N,\N,h1tj
129759,llawnach,llawn,full,,adj.comp,,,\N,\N,h1tj
129760,llawnder,llawn,abundance,\N,n,m,sg,\N,\N,h1tj
129761,llawnaf,llawnaf,fullest,,adj,,,\N,\N,h1tj18
129779,llawnodi,llawnodi,brand,,v,\N,\N,\N,\N,h1tjk5d
129816,llawnwerth,llawnwerth,par,(full value),n,m,sg,\N,\N,h1tjt7nr
129817,lawr,llawr,down,,adv,,,,,h1tn
129818,i_lawr,llawr,down,,adv,,,\N,\N,h1tn
129820,llawr,llawr,ground,,n,m,sg,\N,\N,h1tn
129821,llawr,llawr,floor,,n,m,sg,\N,\N,h1tn
129822,llawysgrif,llawysgrif,manuscript,,n,f,sg,\N,\N,h1tupand8
129825,lle,lle,where,\N,int,\N,\N,\N,\N,h7
129827,lle,lle,place,,n,m,sg,\N,\N,h7
129829,lle degol,lle degol,decimal place,(maths),n,m,sg,\N,\N,h7057akg
129830,llecyn,llecyn,spot,(place),n,m,sg,\N,\N,h73uj
129876,llechfeddiannu,llechfeddiannu,encroach_upon,,v,\N,\N,\N,\N,h74876d1jjs
129946,llechu,llechu,hide,,v,\N,\N,\N,\N,h74s
129964,llechweddu,llechweddu,slope,,v,\N,\N,\N,\N,h74t76s
130001,lletach,lled,wide,,adj.comp,,,\N,\N,h75
130003,lled,lled,width,,n,m,sg,\N,\N,h75
130004,lled,lled,breadth,,n,m,sg,\N,\N,h75
130005,lled,lled,fairly,,preq,,,\N,\N,h75
130007,lled breichiau,lled breichiau,armspan,,n,m,sg,\N,\N,h7502n7d4d1s
130009,lled-orwedd,lled-orwedd,recline,,v,\N,\N,\N,\N,h750knt76
130102,lledaenu,lledaenu,disseminate,,v,\N,\N,\N,\N,h7517js
130143,lledferwi,lledferwi,simmer,,v,\N,\N,\N,\N,h7587ntd
130171,lledorwedd,lledorwedd,recline,,v,\N,\N,\N,\N,h75knt76
130224,lledr,lledr,leather,,n,m,sg,\N,\N,h75n
130270,lledu,lledu,spread,,v,\N,\N,\N,\N,h75s
130288,lledwyro,lledwyro,distort,,v,\N,\N,\N,\N,h75tunk
130384,lleddfu,lleddfu,mitigate,,v,\N,\N,\N,\N,h768s
130441,llefain,llefain,cry,,v,\N,\N,\N,\N,h781dj
130473,llefaru,llefaru,utter,,v,\N,\N,\N,\N,h781ns
130500,llefarwr,llefarwr,speaker,,n,m,sg,\N,\N,h781ntn
130501,llefarydd,llefarydd,speaker,,n,m,sg,\N,\N,h781nu6
130503,lleferydd,lleferydd,speech,(ability),n,m,sg,\N,\N,h787nu6
130504,llefrith,llefrith,milk,\N,n,m,sg,\N,\N,h78ndr
130505,lleia,lleia,least,(spoken),adj,,,\N,\N,h7d1
130506,lleia,lleia,smallest,(spoken),adj,,,\N,\N,h7d1
130507,lleiafol,lleiafol,minimalist,,adj,,,\N,\N,h7d18kg
130509,lleiafrif,lleiafrif,minority,,n,m,sg,\N,\N,h7d18nd8
130510,lleiafrifol,lleiafrifol,minority,,adj,,,\N,\N,h7d18nd8kg
130512,lleiafswm,lleiafswm,minimum,,n,m,sg,\N,\N,h7d18pti
130561,lleibio,lleibio,devour,,v,\N,\N,\N,\N,h7d2dk
130564,lleied,lleied,(as) small,,adj,,,\N,\N,h7d75
130565,lleihad,lleihad,decrease,,n,m,sg,\N,\N,h7dc15
130587,lleihau,lleihau,minimise,,v,\N,\N,\N,\N,h7dc1s
130596,lleihau,lleihau,reduce,,v,\N,\N,\N,\N,h7dc1s
130597,lleihau,lleihau,diminish,,v,\N,\N,\N,\N,h7dc1s
130606,lleihau,lleihau,make smaller,,v,\N,\N,\N,\N,h7dc1s
130619,lleill,lleill,others,,pron,,,\N,\N,h7dh
130647,lleinasio,lleinasio,fillet-weld,,v,\N,\N,\N,\N,h7dj1pdk
130675,lleisio,lleisio,voice,,v,\N,\N,\N,\N,h7dpdk
130722,llem,llem,sharp,(f),adj,,,\N,\N,h7i
130758,llemain,llemain,leap,,v,\N,\N,\N,\N,h7i1dj
130774,llen,llen,sheet,,n,f,sg,\N,\N,h7j
130776,llên,llên,literature,,n,f,sg,\N,\N,h7j
130779,llenor,llenor,litterateur,,n,m,sg,\N,\N,h7jkn
130812,llenora,llenora,be_an author,,v,\N,\N,\N,\N,h7jkn1
130880,llenwi,llenwi,fill,,v,\N,\N,\N,\N,h7jtd
130930,llenydda,llenydda,be_well-versed in literature,,v,\N,\N,\N,\N,h7ju61
130945,llenyddiaeth,llenyddiaeth,literature,,n,f,sg,\N,\N,h7ju6d17r
130946,llenyddol,llenyddol,literary,,adj,,,\N,\N,h7ju6kg
130947,llenyddoldeb,llenyddoldeb,literariness,,n,m,sg,\N,\N,h7ju6kg572
130948,lleol,lleol,local,,adj,,,\N,\N,h7kg
130949,lleoleiddio,lleoleiddio,localise,,v,\N,\N,\N,\N,h7kg7d6dk
130956,lleoli,lleoli,locate,,v,\N,\N,\N,\N,h7kgd
131005,lleoliad,lleoliad,location,,n,m,sg,\N,\N,h7kgd15
131007,lleolnod,lleolnod,caret,,n,m,sg,\N,\N,h7kgjk5
131009,lleolydd,lleolydd,locator,,n,m,sg,\N,\N,h7kgu6
131048,llercian,llercian,lurk,,v,\N,\N,\N,\N,h7n3d1j
131062,lles,lles,benefit,(advantage),n,m,sg,\N,\N,h7p
131067,llesgáu,llesgáu,enfeeble,,v,\N,\N,\N,\N,h7pa1s
131148,llesgu,llesgu,enfeeble,,v,\N,\N,\N,\N,h7pas
131210,llesio,llesio,be_advantageous,,v,\N,\N,\N,\N,h7pdk
131245,llesmeirio,llesmeirio,swoon,,v,\N,\N,\N,\N,h7pi7dndk
131272,llesol,llesol,advantageous,,adj,,,\N,\N,h7pkg
131311,llesteirio,llesteirio,hinder,,v,\N,\N,\N,\N,h7pq7dndk
131324,llestr,llestr,vessel,\N,n,m,sg,\N,\N,h7pqn
131334,llestrio,llestrio,put_into_a_vessel,,v,\N,\N,\N,\N,h7pqndk
131427,llestru,llestru,put_into_a_vessel,,v,\N,\N,\N,\N,h7pqns
131458,llesu,llesu,be_advantageous,,v,\N,\N,\N,\N,h7ps
131485,lletaf,lletaf,widest,,adj,,,\N,\N,h7q18
131533,lletemu,lletemu,rivet,,v,\N,\N,\N,\N,h7q7is
131540,lletraws,lletraws,diagonal,,adj,,,\N,\N,h7qn1tp
131541,lletraws,lletraws,oblique,,adj,,,\N,\N,h7qn1tp
131543,llety,llety,lodging,,n,m,sg,\N,\N,h7qu
131556,lletya,lletya,lodge,,v,\N,\N,\N,\N,h7qu1
131598,llethol,llethol,oppressive,,adj,,,\N,\N,h7rkg
131599,llethr,llethr,slope,,n,f,sg,\N,\N,h7rn
131618,llethu,llethu,oppress,,v,\N,\N,\N,\N,h7rs
131656,lleuad,lleuad,moon,,n,f,sg,\N,\N,h7s15
131657,lleuadol,lleuadol,lunar,,adj,,,\N,\N,h7s15kg
131658,lleuen,lleuen,louse,,n,f,sg,\N,\N,h7s7j
131661,llew,llew,lion,,n,m,sg,\N,\N,h7t
131679,llewychu,llewychu,illuminate,,v,\N,\N,\N,\N,h7tu4s
131736,llewygu,llewygu,faint,,v,\N,\N,\N,\N,h7tuas
131804,llewyrchu,llewyrchu,illuminate,,v,\N,\N,\N,\N,h7tun4s
131824,llewyrchus,llewyrchus,prosperous,,adj,,,\N,\N,h7tun4sp
131825,lleyg,lleyg,lay,(non-clerical),adj,,,\N,\N,h7ua
131826,lli,lli,flood,\N,n,m,sg,spoken,\N,hd
131827,llian,lliain,cloth,\N,n,m,sg,\N,\N,hd1dj
131829,lliain,lliain,linen,,n,m,sg,\N,\N,hd1dj
131830,lliain,lliain,linen,,adj,,,\N,\N,hd1dj
131831,lliaws,lliaws,host,(multitude),n,m,sg,\N,\N,hd1tp
131832,llidio,llidio,provoke,,v,\N,\N,\N,\N,hd5dk
131883,llif,llif,flood,,n,m,sg,\N,\N,hd8
131886,llif,llif,flow,,n,m,sg,\N,\N,hd8
131888,llif,llif,saw,(carpenter's),n,f,sg,\N,\N,hd8
131893,llifanu,llifanu,grind,,v,\N,\N,\N,\N,hd81js
131961,llifeirio,llifeirio,stream,,v,\N,\N,\N,\N,hd87dndk
132020,llifianu,llifianu,grind,,v,\N,\N,\N,\N,hd8d1js
132098,llifio,llifio,saw,,v,\N,\N,\N,\N,hd8dk
132157,llifo,llifo,flow,,v,\N,\N,\N,\N,hd8k
132177,llifo,llifo,dye,,v,\N,\N,\N,\N,hd8k
132216,llifoleuo,llifoleuo,floodlight,,v,\N,\N,\N,\N,hd8kg7sk
132262,llifsiartio,llifsiartio,flowchart,,v,\N,\N,\N,\N,hd8pd1nqdk
132263,llin,llin,flax,\N,n,m,sg,\N,\N,hdj
132264,llinborthi,llinborthi,linefeed,,v,\N,\N,\N,\N,hdj2knrd
132266,llinborthiad,llinborthiad,linefeed,,n,m,sg,\N,\N,hdj2knrd15
132312,llindagu,llindagu,strangle,,v,\N,\N,\N,\N,hdj51as
132322,llinell,llinell,line,,n,f,sg,\N,\N,hdj7h
132324,llinell doredig,llinell doredig,dotted line,,n,f,sg,\N,\N,hdj7h05kn75da
132325,llinell ddrych,llinell ddrych,mirror line,,n,f,sg,\N,\N,hdj7h06nu4
132328,llinell glo,llinell glo,concluding line,(eg of poem),n,f,sg,\N,\N,hdj7h0agk
132330,llinell grom,llinell grom,curved line,,n,f,sg,\N,\N,hdj7h0anki
132332,llinell sylfaen,llinell sylfaen,baseline,,n,f,sg,\N,\N,hdj7h0pug817j
132368,llinellu,llinellu,delineate,,v,\N,\N,\N,\N,hdj7hs
132387,lliniarol,lliniarol,soothing,,adj,,,\N,\N,hdjd1nkg
132436,lliniaru,lliniaru,ease,(pain),v,\N,\N,\N,\N,hdjd1ns
132445,llinol,llinol,linear,,adj,,,\N,\N,hdjkg
132447,llinyn,llinyn,string,,n,m,sg,\N,\N,hdjuj
132489,llinynnu,llinynnu,string,,v,\N,\N,\N,\N,hdjujjs
132502,llipa,llipa,floppy,,adj,,,\N,\N,hdl1
132519,llithio,llithio,nourish,,v,\N,\N,\N,\N,hdrdk
132578,llithro,llithro,slip,,v,\N,\N,\N,\N,hdrnk
132609,llithrydd,llithrydd,slider,,n,m,sg,\N,\N,hdrnu6
132611,lliw,lliw,colour,,n,m,sg,\N,\N,hdt
132612,lliwgar,lliwgar,colourful,,adj,,,\N,\N,hdta1n
132620,lliwio,lliwio,colour,,v,\N,\N,\N,\N,hdtdk
132664,llo,llo,calf,\N,n,m,sg,\N,\N,hk
132676,llocio,llocio,pen,(sheep),v,\N,\N,\N,\N,hk3dk
132718,lloches,lloches,refuge,,n,f,sg,\N,\N,hk47p
132753,llochesu,llochesu,shelter,,v,\N,\N,\N,\N,hk47ps
132792,llochi,llochi,caress,,v,\N,\N,\N,\N,hk4d
132851,llodi,llodi,be in heat,(sow),v,\N,\N,\N,\N,hk5d
132882,Lloegr,Lloegr,England,,n,f,sg,place,\N,hk7an
132883,lloer,lloer,moonq,\N,n,f,sg,\N,\N,hk7n
132884,lloeren,lloeren,satellite,,n,f,sg,\N,\N,hk7n7j
132911,lloesi,lloesi,get_rid of,,v,\N,\N,\N,\N,hk7pd
132981,llofelu,llofelu,stroke,,v,\N,\N,\N,\N,hk87gs
132994,llofnod,llofnod,signature,,n,m,sg,\N,\N,hk8jk5
133022,llofnodi,llofnodi,sign,,v,\N,\N,\N,\N,hk8jk5d
133050,llofnodwr,llofnodwr,signer,,n,m,sg,\N,\N,hk8jk5tn
133074,llofruddio,llofruddio,murder,,v,\N,\N,\N,\N,hk8ns6dk
133130,lloffa,lloffa,collect,,v,\N,\N,\N,\N,hk91
133158,lloft,llofft,room,\N,n,f,sg,\N,\N,hk9q
133159,llofft,llofft,bedroom,,n,f,sg,\N,\N,hk9q
133160,llog,llog,interest,(finance),n,m,sg,\N,\N,hka
133166,llogi,llogi,hire,,v,\N,\N,\N,\N,hkad
133217,llong,llong,ship,,n,f,sg,\N,\N,hkb
133240,llongyfarch,llongyfarch,congratulate,,v,\N,\N,\N,\N,hkbu81n4
133261,llongyfarchiad,llongyfarchiad,congratulation,,n,m,sg,\N,\N,hkbu81n4d15
133262,llongyfarchio,llongyfarchio,congratulate,\N,v,\N,\N,\N,\N,hkbu81n4dk
133263,llon,llon,merry,,adj,,,\N,\N,hkj
133264,llond,llond,fullness,,n,m,sg,\N,\N,hkj5
133297,llonni,llonni,gladden,,v,\N,\N,\N,\N,hkjjd
133316,llonydd,llonydd,still,,adj,,,\N,\N,hkju6
133317,aflonydd,llonydd,restless,\N,adj,\N,\N,\N,\N,hkju6
133363,llonyddu,llonyddu,pacify,,v,\N,\N,\N,\N,hkju6s
133381,llori,llori,cut_down,,v,\N,\N,\N,\N,hknd
133452,llorio,llorio,floor,,v,\N,\N,\N,\N,hkndk
133478,llorwedd,llorwedd,horizontal,,n,m,sg,\N,\N,hknt76
133479,llorweddol,llorweddol,horizontal,,adj,,,\N,\N,hknt76kg
133480,llosg,llosg,burnt,,adj,,,\N,\N,hkpa
133481,llosg_mynydd,llosg_mynydd,volcano,\N,n,m,sg,err,\N,hkpa0iuju6
133482,llosgfynydd,llosgfynydd,volcano,\N,n,m,sg,\N,\N,hkpa8uju6
133527,llosgi,llosgi,burn,,v,\N,\N,\N,\N,hkpad
133571,llowcio,llowcio,gobble,,v,\N,\N,\N,\N,hkt3dk
133589,llownd,llownd,full,\N,adj,\N,\N,\N,\N,hktj5
133591,llu,llu,host,(crowd),n,m,sg,\N,\N,hs
133644,lluchedu,lluchedu,flash,,v,\N,\N,\N,\N,hs475s
133670,lluchio,lluchio,throw,,v,\N,\N,\N,\N,hs4dk
133710,lluddedu,lluddedu,tire,,v,\N,\N,\N,\N,hs675s
133752,lluddias,lluddias,hinder,,v,\N,\N,\N,\N,hs6d1p
133761,lluddio,lluddio,hinder,,v,\N,\N,\N,\N,hs6dk
133846,llueddu,llueddu,mobilise,,v,\N,\N,\N,\N,hs76s
133858,llungopi,llungopi,photocopy,,n,m,sg,\N,\N,hsbkld
133906,llumanu,llumanu,flag,,v,\N,\N,\N,\N,hsi1js
133918,llun,llun,picture,,n,m,sg,\N,\N,hsj
133919,Llun,Llun,Monday,\N,n,m,sg,\N,\N,hsj
133921,Llundain,Llundain,London,,n,f,sg,place,\N,hsj51dj
133924,lluniad,lluniad,drawing,,n,m,sg,\N,\N,hsjd15
133925,lluniad,lluniad,drawing,,n,m,sg,\N,\N,hsjd15
133961,lluniadu,lluniadu,draw,,v,\N,\N,\N,\N,hsjd15s
133977,lluniadu,lluniadu,portray,,v,\N,\N,\N,\N,hsjd15s
133981,lluniadu wrth raddfa,lluniadu wrth raddfa,draw to scale,,h,,,\N,\N,hsjd15s0tnr0n1681
134026,lluniaethu,lluniaethu,arrange,,v,\N,\N,\N,\N,hsjd17rs
134042,llunio,llunio,construct,(maths),v,\N,\N,\N,\N,hsjdk
134057,llunio,llunio,render,(onscreen),v,\N,\N,\N,\N,hsjdk
134068,llunio,llunio,form,,v,\N,\N,\N,\N,hsjdk
134090,llunydd,llunydd,renderer,,n,m,sg,\N,\N,hsju6
134124,lluosi,lluosi,multiply,,v,\N,\N,\N,\N,hskpd
134146,lluosnomial,lluosnomial,multinomial,,n,m,sg,\N,\N,hskpjkid1g
134147,lluosog,lluosog,plural,,adj,,,\N,\N,hskpka
134162,lluosogi,lluosogi,multiply,,v,\N,\N,\N,\N,hskpkad
134202,lluosogol,lluosogol,multiplicative,,adj,,,\N,\N,hskpkakg
134203,lluosol,lluosol,multiple,,adj,,,\N,\N,hskpkg
134205,lluosrif,lluosrif,multiple,(number),n,m,sg,\N,\N,hskpnd8
134206,lluosrif cyffredin lleiaf,lluosrif cyffredin lleiaf,lowest common denominator,,n,m,sg,\N,\N,hskpnd803u9n75dj0h7d18
134209,lluoswm,lluoswm,product,(after multiplying),n,m,sg,\N,\N,hskpti
134220,llurgunio,llurgunio,mutilate,,v,\N,\N,\N,\N,hsnasjdk
134313,llusa,llusa,gather_bilberries,,v,\N,\N,\N,\N,hsp1
134315,llusgadwy,llusgadwy,draggable,,adj,,,\N,\N,hspa15tu
134334,llusgo,llusgo,drag,,v,\N,\N,\N,\N,hspak
134409,llutrodi,llutrodi,defile,,v,\N,\N,\N,\N,hsqnk5d
134452,lluwchio,lluwchio,drift,(snow),v,\N,\N,\N,\N,hst4dk
134487,lluyddu,lluyddu,mobilise,,v,\N,\N,\N,\N,hsu6s
134531,llwch,llwch,dust,,n,m,sg,\N,\N,ht4
134542,llwfrhau,llwfrhau,lose_heart,,v,\N,\N,\N,\N,ht8o1s
134582,llwgr,llwgr,corruption,,n,m,sg,\N,\N,htan
134583,llwgr,llwgr,corrupt,,adj,,,\N,\N,htan
134584,llwgr,llwgr,bad,(defective),adj,,,\N,\N,htan
134637,llwgrwobrwyo,llwgrwobrwyo,bribe,,v,\N,\N,\N,\N,htantk2ntuk
134679,llwgu,llwgu,be_ravenously hungry,,v,\N,\N,\N,\N,htas
134694,llwy,llwy,spoon,,n,f,sg,\N,\N,htu
134736,llwya,llwya,spoon,,v,\N,\N,\N,\N,htu1
134750,llwyaid,llwyaid,spoonful,,n,f,sg,\N,\N,htu1d5
134752,llwybr,llwybr,path,,n,m,sg,\N,\N,htu2n
134789,llwybreiddio,llwybreiddio,guide,,v,\N,\N,\N,\N,htu2n7d6dk
134847,llwybro,llwybro,walk,,v,\N,\N,\N,\N,htu2nk
134859,llwyd,llwyd,grey,,adj,,,\N,\N,htu5
134860,llwydfelyn,llwydfelyn,beige,,adj,,,\N,\N,htu587guj
134861,llwydnetig,llwydnetig,greynetic,,adj,,,\N,\N,htu5j7qda
134897,llwydo,llwydo,become_mouldy,,v,\N,\N,\N,\N,htu5k
134963,llwydrewi,llwydrewi,freeze,(hoarfrost),v,\N,\N,\N,\N,htu5n7td
134970,llwyddiannus,llwyddiannus,successful,,adj,,,\N,\N,htu6d1jjsp
134972,llwyddiant,llwyddiant,success,,n,m,sg,\N,\N,htu6d1jq
134974,llwyddo,llwyddo,succeed,,v,\N,\N,\N,\N,htu6k
135028,llwyfan,llwyfan,stage,(theatre),n,m,sg,\N,\N,htu81j
135029,llwyfannaidd,llwyfannaidd,stagey,,adj,,,\N,\N,htu81jj1d6
135030,llwyfannol,llwyfannol,stage,,adj,,,\N,\N,htu81jjkg
135039,llwyfannu,llwyfannu,stage,,v,\N,\N,\N,\N,htu81jjs
135086,llwynog,llwynog,fox,\N,n,m,sg,\N,\N,htujka
135087,llwyr,llwyr,complete,,adj,,,\N,\N,htun
135116,llwyrlanhau,llwyrlanhau,clean_thoroughly,,v,\N,\N,\N,\N,htung1jc1s
135139,llwyrymatal,llwyrymatal,abstain_totally,,v,\N,\N,\N,\N,htunui1q1g
135244,llwyrymwrthod,llwyrymwrthod,abstain_totally,,v,\N,\N,\N,\N,htunuitnrk5
135245,llwyth,llwyth,tribe,,n,m,sg,\N,\N,htur
135248,llwyth,llwyth,load,,n,m,sg,\N,\N,htur
135249,llwythedig,llwythedig,loaded,,adj,,,\N,\N,htur75da
135294,llwytho,llwytho,load,,v,\N,\N,\N,\N,hturk
135304,llwythog,llwythog,loaded,,adj,,,\N,\N,hturka
135306,llwythydd,llwythydd,loader,,n,m,sg,\N,\N,hturu6
135346,llychwino,llychwino,stain,,v,\N,\N,\N,\N,hu4tdjk
135361,llydan,llydan,wide,,adj,,,\N,\N,hu51j
135362,llydan,llydan,broad,,adj,,,\N,\N,hu51j
135368,llydnu,llydnu,lamb,,v,\N,\N,\N,\N,hu5js
135417,llyfn,llyfn,smooth,,adj,,,\N,\N,hu8j
135430,llyfnhau,llyfnhau,level,,v,\N,\N,\N,\N,hu8jc1s
135511,llyfnu,llyfnu,harrow,,v,\N,\N,\N,\N,hu8js
135522,llyfr,llyfr,book,,n,m,sg,\N,\N,hu8n
135524,llyfr siec,llyfr siec,chequebook,,n,m,sg,\N,\N,hu8n0pd73
135526,llyfrgell,llyfrgell,library,(books),n,m,sg,\N,\N,hu8na7h
135529,llyfrgellwr,llyfrgellwr,librarian,,n,m,sg,\N,\N,hu8na7htn
135530,llyfrgellydd,llyfrgellydd,librarian,,n,m,sg,\N,\N,hu8na7hu6
135562,llyfrïo,llyfrïo,tear_to bits,,v,\N,\N,\N,\N,hu8ndk
135605,llyfru,llyfru,book,,v,\N,\N,\N,\N,hu8ns
135669,llyfrwerthu,llyfrwerthu,sell_books,,v,\N,\N,\N,\N,hu8nt7nrs
135690,llyfrwerthwr,llyfrwerthwr,bookseller,,n,m,sg,\N,\N,hu8nt7nrtn
135692,llyfryddiaeth,llyfryddiaeth,bibliography,,n,f,sg,\N,\N,hu8nu6d17r
135695,llyfryddiaeth ddethol,llyfryddiaeth ddethol,select bibliography,,n,f,sg,\N,\N,hu8nu6d17r067rkg
135696,llyfryddol,llyfryddol,bibliographic,,adj,,,\N,\N,hu8nu6kg
135698,llyfryn,llyfryn,booklet,,n,m,sg,\N,\N,hu8nuj
135747,llyfu,llyfu,lick,,v,\N,\N,\N,\N,hu8s
135798,llyffetheirio,llyffetheirio,fetter,,v,\N,\N,\N,\N,hu97r7dndk
135807,llygad,llygad,eye,,n,m,sg,\N,\N,hua15
135847,llygad-dynnu,llygad-dynnu,fascinate,,v,\N,\N,\N,\N,hua1505ujjs
135863,llygad y dydd,llygad y dydd,daisy,,n,m,sg,\N,\N,hua150u05u6
135902,llygadrythu,llygadrythu,stare,,v,\N,\N,\N,\N,hua15nurs
135944,llygadu,llygadu,eye,,v,\N,\N,\N,\N,hua15s
135977,llygoden,llygoden,mouse,,n,f,sg,\N,\N,huak57j
136010,llygota,llygota,catch_mice,,v,\N,\N,\N,\N,huakq1
136032,llygredig,llygredig,polluted,,adj,,,\N,\N,huan75da
136034,llygredd,llygredd,pollution,,n,m,sg,\N,\N,huan76
136066,llygrio,llygrio,corrupt,,v,\N,\N,\N,\N,huandk
136102,llygru,llygru,pollute,,v,\N,\N,\N,\N,huans
136137,llygru,llygru,corrupt,,v,\N,\N,\N,\N,huans
136141,llym,llym,sharp,(m),adj,,,\N,\N,hui
136143,llymder,llymder,severity,,n,m,sg,\N,\N,hui57n
136175,llymeidio,llymeidio,sip,,v,\N,\N,\N,\N,hui7d5dk
136207,llymeitian,llymeitian,sip,,v,\N,\N,\N,\N,hui7dqd1j
136270,llymeitio,llymeitio,sip,,v,\N,\N,\N,\N,hui7dqdk
136334,llymhau,llymhau,sharpen,,v,\N,\N,\N,\N,huic1s
136348,llyn,llyn,lake,,n,m,sg,\N,\N,huj
136391,llyncu,llyncu,swallow,,v,\N,\N,\N,\N,huj3s
136404,llynedd,llynedd,last year,,adv,,,\N,\N,huj76
136416,llyo,llyo,lick,,v,\N,\N,\N,\N,huk
136459,llys,llys,court,,n,m,sg,\N,\N,hup
136462,llys-daid,llys-daid,step-grandfather,,n,m,sg,\N,\N,hup051d5
136463,llys-nain,llys-nain,step-grandmother,,n,f,sg,\N,\N,hup0j1dj
136466,llys-riant,llys-riant,step-parent,,n,m,sg,\N,\N,hup0nd1jq
136468,llysenwi,llysenwi,nickname,,v,\N,\N,\N,\N,hup7jtd
136522,llysieuyn,llysieuyn,vegetable,,n,m,sg,\N,\N,hupd7suj
136523,llystyfiant,llystyfiant,vegetation,,n,m,sg,\N,\N,hupqu8d1jq
136525,llythrdy,llythrdy,post office,,n,m,sg,\N,\N,hurn5u
136527,llythrennedd,llythrennedd,literacy,,n,m,sg,\N,\N,hurn7jj76
136528,llythrennol,llythrennol,literally,,adj,,,\N,\N,hurn7jjkg
136581,llythrennu,llythrennu,form_letters,,v,\N,\N,\N,\N,hurn7jjs
136584,llythrenw,llythrenw,acronym,,n,m,sg,\N,\N,hurn7jt
136586,llythyr,llythyr,letter,(correspondence),n,m,sg,\N,\N,hurun
136589,llythyr cysur,llythyr cysur,letter of comfort,,n,m,sg,\N,\N,hurun03upsn
136635,llythyra,llythyra,correspond,,v,\N,\N,\N,\N,hurun1
136645,llythyren,llythyren,letter,(in alphabet),n,f,sg,\N,\N,hurun7j
